huc12_id,year_month,sui,availability_mm_month,streamflow_mm_month,total_consumption_mm_month,public_supply_consumption_mgd,name,tohuc,areasqkm,states,is_site,is_touching_site,network_direction,network_depth,same_site_huc10,same_site_huc8,scope_local,scope_hydro_near,date,year,month,geo_role,direct_upstream,direct_downstream,near_upstream,near_downstream,month_of_year
170703050101,2009-10,0.1982507231529,0.395429712958596,0.397705798681226,0.0022760857226299,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2009-10-01,2009,10,upstream_depth2,0,0,1,0,10
170703050101,2009-11,0.209357607311346,0.315421135380593,0.315421135380593,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2009-11-01,2009,11,upstream_depth2,0,0,1,0,11
170703050101,2009-12,0.614657477570745,0.238352313455029,0.238352313455029,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2009-12-01,2009,12,upstream_depth2,0,0,1,0,12
170703050101,2010-01,0.0,0.868392645676572,0.868392645676572,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2010-01-01,2010,1,upstream_depth2,0,0,1,0,1
170703050101,2010-02,0.0,1.38526234214094,1.38526234214094,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2010-02-01,2010,2,upstream_depth2,0,0,1,0,2
170703050101,2010-03,0.0,1.26391529788988,1.26391529788988,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2010-03-01,2010,3,upstream_depth2,0,0,1,0,3
170703050101,2010-04,0.0,1.68382330148545,1.68382330148545,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2010-04-01,2010,4,upstream_depth2,0,0,1,0,4
170703050101,2010-05,0.0,1.49820624028482,1.49820624028482,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2010-05-01,2010,5,upstream_depth2,0,0,1,0,5
170703050101,2010-06,0.0526835094773827,1.10521876103304,1.14635710957633,0.0411383485432934,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2010-06-01,2010,6,upstream_depth2,0,0,1,0,6
170703050101,2010-07,0.111441598812721,0.69735416940511,0.78481523383642,0.0874610644313101,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2010-07-01,2010,7,upstream_depth2,0,0,1,0,7
170703050101,2010-08,0.134646450689787,0.463845741626921,0.536018765967574,0.0721730243406535,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2010-08-01,2010,8,upstream_depth2,0,0,1,0,8
170703050101,2010-09,0.0,0.58539426498233,0.609750626562163,0.0243563615798333,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2010-09-01,2010,9,upstream_depth2,0,0,1,0,9
170703050101,2010-10,0.0,1.68532435475328,1.70325861933719,0.0179342645839031,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2010-10-01,2010,10,upstream_depth2,0,0,1,0,10
170703050101,2010-11,0.0,1.67343393952955,1.67343393952955,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2010-11-01,2010,11,upstream_depth2,0,0,1,0,11
170703050101,2010-12,0.0,3.38686366454554,3.38686366454554,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2010-12-01,2010,12,upstream_depth2,0,0,1,0,12
170703050101,2011-01,0.0,2.59347825660202,2.59347825660202,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2011-01-01,2011,1,upstream_depth2,0,0,1,0,1
170703050101,2011-02,0.0,3.95863454100049,3.95863454100049,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2011-02-01,2011,2,upstream_depth2,0,0,1,0,2
170703050101,2011-03,0.0,5.52247818380643,5.52247818380643,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2011-03-01,2011,3,upstream_depth2,0,0,1,0,3
170703050101,2011-04,0.0,3.40397854228161,3.40397854228161,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2011-04-01,2011,4,upstream_depth2,0,0,1,0,4
170703050101,2011-05,0.0,3.03831520285843,3.03831520285843,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2011-05-01,2011,5,upstream_depth2,0,0,1,0,5
170703050101,2011-06,0.0,2.01796072144777,2.06664600975476,0.0486852883069932,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2011-06-01,2011,6,upstream_depth2,0,0,1,0,6
170703050101,2011-07,0.0,1.40808843085491,1.48592763126097,0.0778392004060605,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2011-07-01,2011,7,upstream_depth2,0,0,1,0,7
170703050101,2011-08,0.0,0.881511073431103,0.957790362595124,0.0762792891640208,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2011-08-01,2011,8,upstream_depth2,0,0,1,0,8
170703050101,2011-09,0.0,0.59932129621182,0.66653328845256,0.06721199224074,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2011-09-01,2011,9,upstream_depth2,0,0,1,0,9
170703050101,2011-10,0.0,0.568690820229493,0.574891010928505,0.0062001906990119,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2011-10-01,2011,10,upstream_depth2,0,0,1,0,10
170703050101,2011-11,0.0,0.483170031607093,0.483170031607093,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2011-11-01,2011,11,upstream_depth2,0,0,1,0,11
170703050101,2011-12,0.268221482985923,0.452639125750825,0.452639125750825,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2011-12-01,2011,12,upstream_depth2,0,0,1,0,12
170703050101,2012-01,0.333224237531552,0.48649953341113,0.48649953341113,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2012-01-01,2012,1,upstream_depth2,0,0,1,0,1
170703050101,2012-02,0.567639660377624,0.562264023432827,0.562264023432827,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2012-02-01,2012,2,upstream_depth2,0,0,1,0,2
170703050101,2012-03,0.499836812033655,0.632163904712038,0.632163904712038,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2012-03-01,2012,3,upstream_depth2,0,0,1,0,3
170703050101,2012-04,0.568272224851223,0.599097220283639,0.599097220283639,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2012-04-01,2012,4,upstream_depth2,0,0,1,0,4
170703050101,2012-05,0.718788478689617,0.421312856067203,0.421312856067203,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2012-05-01,2012,5,upstream_depth2,0,0,1,0,5
170703050101,2012-06,0.0,1.26209880151592,1.28024785606265,0.0181490545467327,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2012-06-01,2012,6,upstream_depth2,0,0,1,0,6
170703050101,2012-07,0.370317800477222,0.4941841826611,0.577523450055213,0.0833392673941126,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2012-07-01,2012,7,upstream_depth2,0,0,1,0,7
170703050101,2012-08,0.416532530813147,0.31274951281576,0.396089269413458,0.0833397565976978,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2012-08-01,2012,8,upstream_depth2,0,0,1,0,8
170703050101,2012-09,0.612930547138165,0.206642129083095,0.269379565499135,0.0627374364160396,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2012-09-01,2012,9,upstream_depth2,0,0,1,0,9
170703050101,2012-10,0.236056112986717,0.376783766049779,0.394767232284263,0.0179834662344846,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2012-10-01,2012,10,upstream_depth2,0,0,1,0,10
170703050101,2012-11,0.0,0.916148722079745,0.916148722079745,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2012-11-01,2012,11,upstream_depth2,0,0,1,0,11
170703050101,2012-12,0.0,1.06144902619343,1.06144902619343,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2012-12-01,2012,12,upstream_depth2,0,0,1,0,12
170703050101,2013-01,0.0,0.781976184858324,0.781976184858324,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2013-01-01,2013,1,upstream_depth2,0,0,1,0,1
170703050101,2013-02,0.517252475678571,0.627790156618601,0.627790156618601,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2013-02-01,2013,2,upstream_depth2,0,0,1,0,2
170703050101,2013-03,0.506177108489852,0.624150307027892,0.624150307027892,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2013-03-01,2013,3,upstream_depth2,0,0,1,0,3
170703050101,2013-04,0.637250343998795,0.503378107869657,0.503378107869657,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2013-04-01,2013,4,upstream_depth2,0,0,1,0,4
170703050101,2013-05,0.659573536140864,0.510029052511852,0.510029052511852,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2013-05-01,2013,5,upstream_depth2,0,0,1,0,5
170703050101,2013-06,0.723191931578134,0.322947476884295,0.378439129630798,0.0554916527465034,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2013-06-01,2013,6,upstream_depth2,0,0,1,0,6
170703050101,2013-07,0.857453472387729,0.111872686400594,0.208036181178949,0.0961634947783543,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2013-07-01,2013,7,upstream_depth2,0,0,1,0,7
170703050101,2013-08,0.381193489863475,0.331691901936082,0.39286085421177,0.0611689522756884,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2013-08-01,2013,8,upstream_depth2,0,0,1,0,8
170703050101,2013-09,0.0643897451620095,0.49948786612389,0.533863180251675,0.0343753141277853,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2013-09-01,2013,9,upstream_depth2,0,0,1,0,9
170703050101,2013-10,0.479007083151351,0.256958235588421,0.256958235588421,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2013-10-01,2013,10,upstream_depth2,0,0,1,0,10
170703050101,2013-11,0.408552421231352,0.235953787121016,0.235953787121016,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2013-11-01,2013,11,upstream_depth2,0,0,1,0,11
170703050101,2013-12,0.668110952390733,0.205288847463177,0.205288847463177,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2013-12-01,2013,12,upstream_depth2,0,0,1,0,12
170703050101,2014-01,0.443019858875166,0.406389365104313,0.406389365104313,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2014-01-01,2014,1,upstream_depth2,0,0,1,0,1
170703050101,2014-02,0.0,2.87615989385108,2.87615989385108,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2014-02-01,2014,2,upstream_depth2,0,0,1,0,2
170703050101,2014-03,0.0,4.16450076131031,4.16450076131031,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2014-03-01,2014,3,upstream_depth2,0,0,1,0,3
170703050101,2014-04,0.0,3.38171853973629,3.38171853973629,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2014-04-01,2014,4,upstream_depth2,0,0,1,0,4
170703050101,2014-05,0.0,2.3804329128909,2.4316097229477,0.0511768100568004,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2014-05-01,2014,5,upstream_depth2,0,0,1,0,5
170703050101,2014-06,0.0,1.75512040362701,1.82679435864533,0.0716739550183116,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2014-06-01,2014,6,upstream_depth2,0,0,1,0,6
170703050101,2014-07,0.0,1.22746393881622,1.31979235877866,0.0923284199624429,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2014-07-01,2014,7,upstream_depth2,0,0,1,0,7
170703050101,2014-08,0.0,0.98139760316773,1.04406091340504,0.0626633102373111,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2014-08-01,2014,8,upstream_depth2,0,0,1,0,8
170703050101,2014-09,0.0,0.69607113037303,0.737340463176261,0.0412693328032309,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2014-09-01,2014,9,upstream_depth2,0,0,1,0,9
170703050101,2014-10,0.0,0.660101793240196,0.682579450511023,0.0224776572708265,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2014-10-01,2014,10,upstream_depth2,0,0,1,0,10
170703050101,2014-11,0.0,0.797023206940795,0.798370025046311,0.0013468181055164,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2014-11-01,2014,11,upstream_depth2,0,0,1,0,11
170703050101,2014-12,0.0,1.59348071895089,1.59348071895089,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2014-12-01,2014,12,upstream_depth2,0,0,1,0,12
170703050101,2015-01,0.0,1.11837211860513,1.11837211860513,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2015-01-01,2015,1,upstream_depth2,0,0,1,0,1
170703050101,2015-02,0.0,1.30045235861344,1.30045235861344,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2015-02-01,2015,2,upstream_depth2,0,0,1,0,2
170703050101,2015-03,0.226383904832836,0.977785217375616,0.977785217375616,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2015-03-01,2015,3,upstream_depth2,0,0,1,0,3
170703050101,2015-04,0.464670967258387,0.742861946610012,0.750216844772113,0.0073548981621011,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2015-04-01,2015,4,upstream_depth2,0,0,1,0,4
170703050101,2015-05,0.439714485016328,0.839423254889732,0.878428532985666,0.0390052780959333,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2015-05-01,2015,5,upstream_depth2,0,0,1,0,5
170703050101,2015-06,0.668846808207158,0.38635104952465,0.471229276044671,0.0848782265200208,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2015-06-01,2015,6,upstream_depth2,0,0,1,0,6
170703050101,2015-07,0.522558562672629,0.374703313279277,0.451297759622974,0.0765944463436967,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2015-07-01,2015,7,upstream_depth2,0,0,1,0,7
170703050101,2015-08,0.65591002957982,0.184438681326444,0.256211280302521,0.0717725989760771,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2015-08-01,2015,8,upstream_depth2,0,0,1,0,8
170703050101,2015-09,0.67938530706532,0.171164379605523,0.212277684081406,0.0411133044758833,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2015-09-01,2015,9,upstream_depth2,0,0,1,0,9
170703050101,2015-10,0.45541087218356,0.268596091959925,0.288718478569803,0.0201223866098781,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2015-10-01,2015,10,upstream_depth2,0,0,1,0,10
170703050101,2015-11,0.282859972562377,0.286097891756128,0.290015574515186,0.0039176827590578,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2015-11-01,2015,11,upstream_depth2,0,0,1,0,11
170703050101,2015-12,0.0,1.7628828814655,1.7628828814655,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2015-12-01,2015,12,upstream_depth2,0,0,1,0,12
170703050101,2016-01,0.0,2.60051321429163,2.60051321429163,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2016-01-01,2016,1,upstream_depth2,0,0,1,0,1
170703050101,2016-02,0.0,1.96748442872717,1.96748442872717,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2016-02-01,2016,2,upstream_depth2,0,0,1,0,2
170703050101,2016-03,0.0,1.90349347007572,1.90349347007572,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2016-03-01,2016,3,upstream_depth2,0,0,1,0,3
170703050101,2016-04,0.0,1.38767356368764,1.38767356368764,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2016-04-01,2016,4,upstream_depth2,0,0,1,0,4
170703050101,2016-05,0.0,1.52721053020413,1.56160924720021,0.0343987169960709,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2016-05-01,2016,5,upstream_depth2,0,0,1,0,5
170703050101,2016-06,0.0084467660851669,1.15682905095538,1.22740341045062,0.0705743594952475,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2016-06-01,2016,6,upstream_depth2,0,0,1,0,6
170703050101,2016-07,0.0,0.84565421370306,0.92539083913468,0.0797366254316196,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2016-07-01,2016,7,upstream_depth2,0,0,1,0,7
170703050101,2016-08,0.0225935973442026,0.523908173800367,0.618678441228249,0.0947702674278822,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2016-08-01,2016,8,upstream_depth2,0,0,1,0,8
170703050101,2016-09,0.231329675591007,0.410364783954072,0.457394808533447,0.0470300245793747,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2016-09-01,2016,9,upstream_depth2,0,0,1,0,9
170703050101,2016-10,0.0,0.665974531013281,0.672604529867206,0.0066299988539244,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2016-10-01,2016,10,upstream_depth2,0,0,1,0,10
170703050101,2016-11,0.085377794765979,0.364881996066736,0.364881996066736,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2016-11-01,2016,11,upstream_depth2,0,0,1,0,11
170703050101,2016-12,0.487091740887608,0.317257668265964,0.317257668265964,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2016-12-01,2016,12,upstream_depth2,0,0,1,0,12
170703050101,2017-01,0.0,0.72962990077815,0.72962990077815,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2017-01-01,2017,1,upstream_depth2,0,0,1,0,1
170703050101,2017-02,0.0,2.88318719311397,2.88318719311397,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2017-02-01,2017,2,upstream_depth2,0,0,1,0,2
170703050101,2017-03,0.0,2.94315084378522,2.94315084378522,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2017-03-01,2017,3,upstream_depth2,0,0,1,0,3
170703050101,2017-04,0.0,2.21487006911409,2.21487006911409,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2017-04-01,2017,4,upstream_depth2,0,0,1,0,4
170703050101,2017-05,0.0,1.61623950723787,1.66013227159247,0.0438927643545972,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2017-05-01,2017,5,upstream_depth2,0,0,1,0,5
170703050101,2017-06,0.0703781414540835,1.08457472134211,1.16668375573544,0.0821090343933299,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2017-06-01,2017,6,upstream_depth2,0,0,1,0,6
170703050101,2017-07,0.0595802337449147,0.738055758757876,0.842484127966582,0.104428369208706,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2017-07-01,2017,7,upstream_depth2,0,0,1,0,7
170703050101,2017-08,0.0071293029139083,0.532197325817452,0.624328083071295,0.0921307572538426,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2017-08-01,2017,8,upstream_depth2,0,0,1,0,8
170703050101,2017-09,0.0,0.562808811412841,0.608666167656208,0.0458573562433664,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2017-09-01,2017,9,upstream_depth2,0,0,1,0,9
170703050101,2017-10,0.0186457299825281,0.484012456898926,0.493208693013898,0.0091962361149727,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2017-10-01,2017,10,upstream_depth2,0,0,1,0,10
170703050101,2017-11,0.0,0.398942857475645,0.398942857475645,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2017-11-01,2017,11,upstream_depth2,0,0,1,0,11
170703050101,2017-12,0.53987975971821,0.284605817824798,0.284605817824798,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2017-12-01,2017,12,upstream_depth2,0,0,1,0,12
170703050101,2018-01,0.473600251048103,0.384076996597416,0.384076996597416,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2018-01-01,2018,1,upstream_depth2,0,0,1,0,1
170703050101,2018-02,0.843054500052868,0.204100145580014,0.204100145580014,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2018-02-01,2018,2,upstream_depth2,0,0,1,0,2
170703050101,2018-03,0.610736246873236,0.491996412490949,0.491996412490949,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2018-03-01,2018,3,upstream_depth2,0,0,1,0,3
170703050101,2018-04,0.714941475384895,0.395568178712184,0.395568178712184,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2018-04-01,2018,4,upstream_depth2,0,0,1,0,4
170703050101,2018-05,0.876242162835,0.185414763924756,0.2421107565997,0.0566959926749443,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2018-05-01,2018,5,upstream_depth2,0,0,1,0,5
170703050101,2018-06,0.904094688503853,0.111891169011301,0.184644883136335,0.0727537141250339,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2018-06-01,2018,6,upstream_depth2,0,0,1,0,6
170703050101,2018-07,0.987360079558659,0.0099200021168448,0.121119780590822,0.111199778473977,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2018-07-01,2018,7,upstream_depth2,0,0,1,0,7
170703050101,2018-08,1.0,-0.0158329219391794,0.0745445174352146,0.0903774393743939,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2018-08-01,2018,8,upstream_depth2,0,0,1,0,8
170703050101,2018-09,1.0,-0.0121208711098063,0.0389756306552171,0.0510965017650235,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2018-09-01,2018,9,upstream_depth2,0,0,1,0,9
170703050101,2018-10,0.458510572164959,0.267067292983364,0.2784065661219,0.0113392731385356,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2018-10-01,2018,10,upstream_depth2,0,0,1,0,10
170703050101,2018-11,0.191418619154216,0.32257776657622,0.32257776657622,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2018-11-01,2018,11,upstream_depth2,0,0,1,0,11
170703050101,2018-12,0.0,0.618546616533316,0.618546616533316,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2018-12-01,2018,12,upstream_depth2,0,0,1,0,12
170703050101,2019-01,0.458341416876795,0.395210298259817,0.395210298259817,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2019-01-01,2019,1,upstream_depth2,0,0,1,0,1
170703050101,2019-02,0.16006142667587,1.09230009876977,1.09230009876977,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2019-02-01,2019,2,upstream_depth2,0,0,1,0,2
170703050101,2019-03,0.0,2.91897546257315,2.91897546257315,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2019-03-01,2019,3,upstream_depth2,0,0,1,0,3
170703050101,2019-04,0.0,4.2231970912881,4.2231970912881,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2019-04-01,2019,4,upstream_depth2,0,0,1,0,4
170703050101,2019-05,0.0,3.29442591833573,3.33371259856396,0.0392866802282303,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2019-05-01,2019,5,upstream_depth2,0,0,1,0,5
170703050101,2019-06,0.0,2.39677542941388,2.47538276821549,0.078607338801605,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2019-06-01,2019,6,upstream_depth2,0,0,1,0,6
170703050101,2019-07,0.0,1.6993892086675,1.79850642908266,0.0991172204151683,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2019-07-01,2019,7,upstream_depth2,0,0,1,0,7
170703050101,2019-08,0.0,1.28213185931238,1.35292259000269,0.0707907306903106,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2019-08-01,2019,8,upstream_depth2,0,0,1,0,8
170703050101,2019-09,0.0,1.30109884682227,1.32855783222401,0.0274589854017405,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2019-09-01,2019,9,upstream_depth2,0,0,1,0,9
170703050101,2019-10,0.0,0.880758627853352,0.887557244176015,0.0067986163226624,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2019-10-01,2019,10,upstream_depth2,0,0,1,0,10
170703050101,2019-11,0.0,0.643981038098486,0.643981038098486,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2019-11-01,2019,11,upstream_depth2,0,0,1,0,11
170703050101,2019-12,0.0,0.783232215560086,0.783232215560086,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2019-12-01,2019,12,upstream_depth2,0,0,1,0,12
170703050101,2020-01,0.092406759148303,0.662207166269544,0.662207166269544,0.0,0.0,Dry Creek,170703050102,95.95,OR,0,1,upstream,2.0,0,1,1,1,2020-01-01,2020,1,upstream_depth2,0,0,1,0,1
